10	21116	17630	1	22	4	96	43	1624	16	517	13	13344	95	94	16502	9224	493	2030	4	798	13800	23275	5569	11569	31445	0	1837	35	109	1102	1	10	7641	20840	13163	7873	5513	306	20	57	1516	531	1160	462	4	3	7	41	1407	3016	2	0	9	188	47	2	0	314	4	1477	156	3	1392	1935	735	1451	2	81	1260	3492	15	315	7589	15702	48	21	75	596	1	5	761
722	15	1292	23795	26	1872	28857	1645	6530	8899	97	1836	13	3073	380	2484	516	21	74	7109	10516	557	6810	29865	2	498	1837	0	5281	15653	2	11	773	4252	6574	162	2902	529	1039	233	2	859	13	502	80	373	109	3	97	2	19	602	3	162	1665	129	1550	710	12	133	0	272	47	52	10	4	6	490	58	141	34	3295	1	21	27	4370	412	721	1	3	44	395
15669	3	56	300	245	977	4774	1018	2186	5063	546	1775	84	10695	70	20	386	79	180	1143	346	243	275	2629	9	546	35	5281	0	7552	5	4267	5788	10853	1371	41	2257	66	1376	2018	23	349	4	197	30	85	53	2	39	0	12	71	0	48	618	40	326	87	3	11	2	87	22	16	2	1	2	54	16	70	6	765	0	8	7	975	146	197	1	3	20	144
3840	13	975	5	10	21	14508	437	2637	44	211	2	7	4297	85	249	2861	148	727	8	21393	586	6288	3888	0	2283	109	15653	7552	0	0	5	939	10331	1333	67	2101	433	125	12	0	657	14	346	58	133	80	1	61	1	38	13	0	12	532	24	457	28	5	2	2	117	59	113	7	2	1	27	145	248	44	698	1	29	53	1199	183	579	2	1	13	217
0	97	0	1	1	7	0	10	2	5	283	2	6575	15	0	0	1	33	4	1	0	7	0	5	1028	1153	1102	2	5	0	0	2	0	76	10	365	208	7	12	0	55	0	73	5	3	0	0	8	0	17	0	0	0	0	0	0	0	0	163	0	1080	0	0	0	0	32	7	0	1	1	0	5	80	269	187	0	0	0	205	0	0	2
3	0	4	1	3901	2994	24	908	20	72	346	118	69	736	377	0	1	12	2	24	1	0	13	7	4	19	1	11	4267	5	2	0	0	3859	225	16	392	13	737	5103	24	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
138	0	1	7	0	9	373	17	586	87	18	4	0	21	16	23	18	7	12	7	124	114	22	1119	0	46	10	773	5788	939	0	0	0	5868	166	13	278	3	28	3	0	81	3	44	3	17	10	0	4	0	3	8	0	9	121	9	39	12	1	0	0	23	11	10	0	0	1	12	23	20	4	155	0	4	2	202	32	84	0	1	3	32
440	1404	1002	149	1581	545	2005	1253	1157	1986	10724	957	6096	4039	44	1582	8453	2447	6016	434	16494	905	9555	2870	603	7188	7641	4252	10853	10331	76	3859	5868	0	886	3370	11863	162	1674	1620	988	210	20	123	27	72	34	19	15	85	112	75	0	50	467	38	140	99	19	9	44	66	12	59	32	21	52	65	25	74	63	521	19	248	521	542	86	109	15	1	11	108
16	2597	2841	82	56	310	1601	930	3857	904	407	694	572	995	163	10563	1092	516	980	430	5477	3001	13971	9644	187	4941	20840	6574	1371	1333	10	225	166	886	0	33025	8371	7033	14286	2155	295	543	44	278	148	104	52	1	26	170	225	76	5	39	680	43	318	89	14	9	18	112	24	78	116	13	76	73	47	183	179	699	11	363	977	817	165	169	14	3	23	203
8	2104	3261	0	18	22	63	118	236	15	5619	16	2835	126	87	2454	4424	3103	2817	7	937	1351	6992	602	1054	14038	13163	162	41	67	365	16	13	3370	33025	0	33772	4887	307	281	2369	50	117	79	29	0	2	117	1	138	65	0	0	1	4	0	6	1	389	1	1180	7	0	42	51	78	124	0	7	106	83	7	161	880	979	7	1	4	113	0	1	59
97	1092	1437	79	54	279	1347	949	925	735	5446	443	4846	1926	218	2304	800	2097	1038	191	6270	902	8907	2584	434	5695	7873	2902	2257	2101	208	392	278	11863	8371	33772	0	43354	1746	1998	3635	167	22	153	64	47	47	24	10	99	124	47	2	25	334	24	123	55	13	12	74	52	6	67	38	17	34	39	12	91	106	340	19	209	511	403	64	64	13	2	19	123
28	534	901	3	18	26	288	114	177	20	173	7	906	221	183	1603	366	302	309	0	1671	469	6510	937	91	1308	5513	529	66	433	7	13	3	162	7033	4887	43354	0	3471	1336	30	307	25	25	360	16	12	0	0	32	33	3	62	1	23	0	9	4	1	0	9	7	42	30	16	3	15	2	8	41	57	22	6	108	203	29	4	14	2	0	2	18
4	178	5	43	5754	6819	493	4441	4067	422	457	2754	98	2475	19679	138	31	80	15	322	169	435	214	1483	31	148	306	1039	1376	125	12	737	28	1674	14286	307	1746	3471	0	2634	27	109	2	44	18	170	19	0	5	0	0	271	4	30	231	14	178	216	2	105	9	34	14	3	0	0	0	128	4	2	2	516	0	3	4	778	42	20	0	0	2	48
1	1	5	22	6216	2059	135	1928	167	231	22	194	1021	716	290	15	0	5	1	87	14	9	13	145	0	10	20	233	2018	12	0	5103	3	1620	2155	281	1998	1336	2634	0	53	27	2	35	17	11	22	3	0	0	0	11	2	3	71	7	25	28	1	3	8	16	1	1	0	0	0	13	1	0	0	72	0	2	1	90	15	4	0	0	1	29
0	576	1	0	6	8	0	22	6	1	4300	7	4083	42	0	1	0	68	2	3	1	31	1	11	3707	78	57	2	23	0	55	24	0	988	295	2369	3635	30	27	53	0	1	10	13	4	2	3	53	0	2	0	0	0	1	1	3	0	0	82	0	56	0	0	1	0	0	0	0	0	0	0	2	37	2	3	0	1	0	0	0	0	3
25	366	191	14	1	9	428	61	103	22	9	0	11	109	21	277	132	0	49	9	188	136	167	856	32	505	1516	859	349	657	0	0	81	210	543	50	167	307	109	27	1	0	54718	4493	6612	14206	2577	926	108	2115	2515	311	42	605	4807	1190	1877	1313	210	230	100	1276	333	6822	792	432	1392	488	8366	2138	17235	2272	145	6986	19337	7316	2452	2944	24	402	1	1400
0	166	37	0	0	0	2	2	3	0	307	0	456	2	0	55	32	19	26	0	13	52	75	17	247	444	531	13	4	14	73	2	3	20	44	117	22	25	2	2	10	54718	0	35117	9603	162	290	861	24	774	4196	4	3	13	213	37	162	33	4055	11	2671	212	75	2853	1236	2780	1424	11	876	760	8273	126	549	9180	12277	288	130	425	542	25	53	1817
24	311	109	6	0	10	267	36	54	23	13	2	111	62	8	90	95	10	41	7	47	62	77	487	131	637	1160	502	197	346	5	1	44	123	278	79	153	25	44	35	13	4493	35117	0	24858	1300	3262	5393	339	1723	1561	121	71	475	2542	925	558	747	7954	167	2231	2349	180	1298	708	2483	1620	170	7439	599	9583	1307	849	7949	14829	3546	2637	1929	567	782	389	17963
2	141	57	0	0	1	30	6	9	1	3	0	30	13	25	50	30	4	27	1	17	36	68	67	28	214	462	80	30	58	3	0	3	27	148	29	64	360	18	17	4	6612	9603	24858	0	4206	3486	417	82	653	1197	13	14	59	620	197	149	44	220	18	142	414	109	1025	147	378	505	27	2163	315	6535	226	144	2380	7358	776	104	343	32	12	4	1097
2	0	0	35	2	21	127	21	42	46	2	23	4	25	24	21	1	0	0	13	14	6	3	283	4	2	4	373	85	133	0	0	17	72	104	0	47	16	170	11	2	14206	162	1300	4206	0	3903	44	19	98	12	157	6800	8539	791	3985	3559	585	208	2893	38	1739	17192	105	5	43	18	660	306	396	253	1321	18	91	110	1262	1432	144	11	988	18	1056
3	1	0	0	1	1	83	9	11	9	1	1	55	15	4	7	0	0	0	1	6	1	0	114	0	2	3	109	53	80	0	0	10	34	52	2	47	12	19	22	3	2577	290	3262	3486	3903	0	455	42	10	7	45	6273	2064	327	1264	121	316	115	214	197	917	290	9	3	2	6	166	16	10	17	217	30	28	25	456	364	31	0	5959	4	2469
0	35	0	0	0	0	2	1	0	1	86	0	137	1	0	0	0	2	0	0	0	1	0	7	98	2	7	3	2	1	8	0	0	19	1	117	24	0	0	3	53	926	861	5393	417	44	455	0	5	249	1	3	5	13	16	31	11	19	6233	11	6574	73	6	2	0	18	1	8	3	26	2	24	4856	27	67	16	15	1	16	17	0	1661
3	6	0	0	0	1	18	6	21	3	0	0	2	8	3	58	4	0	0	1	36	27	3	98	0	7	41	97	39	61	0	0	4	15	26	1	10	0	5	0	0	108	24	339	82	19	42	5	0	20	349	13	1	43	5781	55	269	20	149	5	4	9885	6	3	707	68	201	12	63	96	343	182	2	885	206	412	12232	3653	2	3	232	771
0	455	183	0	0	0	5	2	0	1	47	0	33	2	1	9	304	1	96	0	5	17	140	0	90	528	1407	2	0	1	17	0	0	85	170	138	99	32	0	0	2	2115	774	1723	653	98	10	249	20	0	906	0	9	0	30	16	718	1	197	9	1567	77	32	857	1569	54	727	1	126	5227	563	2496	2077	3062	23419	204	31	203	258	5	1	1343
1	578	694	0	0	0	8	7	2	0	2	0	2	7	0	69	484	3	15	0	36	43	253	27	0	475	3016	19	12	38	0	0	3	112	225	65	124	33	0	0	0	2515	4196	1561	1197	12	7	1	349	906	0	0	0	173	2667	604	16	3	11	1	4	1866	6	73	11923	43	164	4	2906	82	19381	19	0	19736	18947	525	230	1486	0	1	6	1008
0	0	1	90	1	13	40	7	159	141	1	43	1	20	13	0	0	0	0	62	1	0	1	274	0	0	2	602	71	13	0	0	8	75	76	0	47	3	271	11	0	311	4	121	13	157	45	3	13	0	0	0	4	240	119	92	763	3588	8	2804	1	259	24	6	0	1	0	25347	1	2	1	5592	0	1	15	17182	165	2	1	4	5	135
0	0	0	0	2	0	0	1	2	0	0	0	2	0	37	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	5	0	2	62	4	2	0	42	3	71	14	6800	6273	5	1	9	0	4	0	1701	28	26	398	7	21	67	2	9	4146	0	0	0	2	10	3	53	7	142	2	7	11	23	10	4	0	2063	2	1460
0	0	2	7	0	3	26	3	31	20	0	6	2	4	3	15	0	0	0	6	3	4	1	95	0	0	9	162	48	12	0	0	9	50	39	1	25	1	30	3	1	605	13	475	59	8539	2064	13	43	0	173	240	1701	0	5150	20383	316	25836	67	9509	13	1407	2002	11	15	10	7	3467	84	23	83	221	7	145	86	1463	552	29	2	3346	26	592
27	10	20	49	2	18	559	65	357	88	31	7	5	125	31	138	7	4	5	35	90	39	64	1621	0	18	188	1665	618	532	0	2	121	467	680	4	334	23	231	71	1	4807	213	2542	620	791	327	16	5781	30	2667	119	28	5150	0	7121	2710	7253	95	151	28	22089	290	364	704	25	93	38	2536	258	3303	4780	5	2200	2569	41913	3929	13281	7	30	320	2184
0	6	9	7	0	0	17	2	14	13	0	0	5	6	1	17	4	0	0	7	8	7	9	88	1	2	47	129	40	24	0	0	9	38	43	0	24	0	14	7	3	1190	37	925	197	3985	1264	31	55	16	604	92	26	20383	7121	0	197	4579	92	987	17	12781	121	3	150	18	31	1554	189	30	308	190	5	638	175	490	1619	127	5	2731	58	929
28	0	2	182	2	29	397	38	647	264	9	57	2	83	43	48	0	1	0	133	33	9	12	1399	0	2	2	1550	326	457	0	3	39	140	318	6	123	9	178	25	0	1877	162	558	149	3559	121	11	269	718	16	763	398	316	2710	197	0	415	18	2856	69	341	1953	47	22	4	14	332	21	6381	51	25390	86	86	507	3974	842	3568	10	11	276	622
2	0	0	71	0	4	91	12	169	127	1	22	3	27	16	0	0	0	0	47	1	0	0	336	1	0	0	710	87	28	0	0	12	99	89	1	55	4	216	28	0	1313	33	747	44	585	316	19	20	1	3	3588	7	25836	7253	4579	415	0	70	11390	23	4086	103	11	2	10	9	8248	4	1	3	837	2	50	20	9010	903	3	6	80	5	861
1	70	3	0	0	0	3	0	7	0	530	0	544	0	1	2	0	42	10	0	2	2	1	15	233	677	314	12	3	5	163	0	1	19	14	389	13	1	2	1	82	210	4055	7954	220	208	115	6233	149	197	11	8	21	67	95	92	18	70	0	97	19026	1004	23	88	500	13708	5946	74	194	50	153	79	4166	12668	1737	83	811	839	2456	157	147	10241
0	0	0	24	1	7	7	1	40	25	0	28	5	1	7	0	0	0	0	16	0	1	1	45	0	2	4	133	11	2	0	0	0	9	9	1	12	0	105	3	0	230	11	167	18	2893	214	11	5	9	1	2804	67	9509	151	987	2856	11390	97	0	17	2446	2172	1	1	11	5	25224	0	17	0	1614	6	41	25	607	354	9	5	86	3	308
1	206	1	0	0	0	2	2	5	1	2687	3	2828	2	0	0	4	240	30	0	0	8	2	7	2044	3591	1477	0	2	2	1080	3	0	44	18	1180	74	9	9	8	56	100	2671	2231	142	38	197	6574	4	1567	4	1	2	13	28	17	69	23	19026	17	0	106	10	66	3	208	10	9	13	282	9	228	12811	962	9586	34	40	3	2773	16	0	1249
5	26	20	6	0	1	83	12	43	15	0	0	11	18	2	31	18	0	2	5	21	12	17	220	3	26	156	272	87	117	0	0	23	66	112	7	52	7	34	16	0	1276	212	2349	414	1739	917	73	9885	77	1866	259	9	1407	22089	12781	341	4086	1004	2446	106	0	204	7	1427	199	387	3800	475	53	1326	517	21	3292	756	2077	8135	2169	36	485	50	4203
3	1	0	2	0	0	31	1	8	3	0	0	0	6	13	6	0	0	0	1	11	2	0	66	0	0	3	47	22	59	0	1	11	12	24	0	6	42	14	1	0	333	75	180	109	17192	290	6	6	32	6	24	4146	2002	290	121	1953	103	23	2172	10	204	0	89	0	1	1	72	247	139	191	627	3	7	19	448	91	74	1	89	6	93
2	4	26	0	0	0	1	1	2	3	24	0	2	3	0	1740	5	11	33	0	465	764	1186	73	0	22	1392	52	16	113	0	0	10	59	78	42	67	30	3	1	1	6822	2853	1298	1025	105	9	2	3	857	73	6	0	11	364	3	47	11	88	1	66	7	89	0	42	29	41	9	22060	16664	26546	12004	80	234	8010	9009	13	1179	11	1	0	375
0	558	197	0	0	0	2	0	4	0	1	0	1	1	0	14	284	1	87	0	6	8	34	11	4	712	1935	10	2	7	0	0	0	32	116	51	38	16	0	0	0	792	1236	708	147	5	3	0	707	1569	11923	0	0	15	704	150	22	2	500	1	3	1427	0	42	0	669	8754	1	1803	41	10907	14	1	5990	10152	91	1082	5278	3	0	37	6810
0	15	1	0	0	0	0	0	1	0	31	0	27	0	0	0	2	42	42	0	0	1	0	3	109	1452	735	4	1	2	32	0	0	21	13	78	17	3	0	0	0	432	2780	2483	378	43	2	18	68	54	43	1	0	10	25	18	4	10	13708	11	208	199	1	29	669	0	4417	7	91	18	110	15	155	7260	584	7	196	443	76	21	3	1493
0	301	18	0	0	0	1	0	1	0	7	0	9	0	0	4	75	12	205	0	0	4	8	2	55	1765	1451	6	2	1	7	0	1	52	76	124	34	15	0	0	0	1392	1424	1620	505	18	6	1	201	727	164	0	2	7	93	31	14	9	5946	5	10	387	1	41	8754	4417	0	5	331	31	459	28	65	4998	2318	19	441	1658	3	5	31	7829
0	0	1	60	1	7	73	14	68	75	3	18	6	18	9	0	0	0	0	37	1	1	1	225	1	1	2	490	54	27	0	0	12	65	73	0	39	2	128	13	0	488	11	170	27	660	166	8	12	1	4	25347	10	3467	38	1554	332	8248	74	25224	9	3800	72	9	1	7	5	0	1	1	2	2105	2	34	26	4528	337	0	7	74	2	269
0	5	3	0	0	1	5	1	3	0	3	0	1	7	3	778	6	0	3	0	476	203	116	54	0	15	81	58	16	145	1	0	23	25	47	7	12	8	4	1	0	8366	876	7439	2163	306	16	3	63	126	2906	1	3	84	2536	189	21	4	194	0	13	475	247	22060	1803	91	331	1	0	1452	43011	768	16	1052	2669	8479	286	21603	2	0	128	11897
7	21	45	1	0	0	20	10	13	0	22	0	6	18	1	1976	11	7	25	0	580	245	874	193	6	35	1260	141	70	248	1	0	20	74	183	106	91	41	2	0	0	2138	760	599	315	396	10	26	96	5227	82	2	53	23	258	30	6381	1	50	17	282	53	139	16664	41	18	31	1	1452	0	3267	18337	290	472	10889	1392	180	1730	52	1	18	277
1	156	400	0	0	0	10	8	4	0	10	0	0	11	0	1071	76	12	36	0	137	462	1618	39	0	55	3492	34	6	44	0	0	4	63	179	83	106	57	2	0	0	17235	8273	9583	6535	253	17	2	343	563	19381	1	7	83	3303	308	51	3	153	0	9	1326	191	26546	10907	110	459	2	43011	3267	0	630	0	3842	30016	3408	376	9864	2	4	25	8298
53	7	1	251	3	28	571	74	855	403	31	80	3	187	69	408	3	2	5	165	260	132	23	2449	6	15	15	3295	765	698	5	0	155	521	699	7	340	22	516	72	2	2272	126	1307	226	1321	217	24	182	2496	19	5592	142	221	4780	190	25390	837	79	1614	228	517	627	12004	14	15	28	2105	768	18337	630	0	266	426	5241	39169	1479	2161	47	6	364	1283
0	41	1	0	0	1	1	0	0	0	215	0	200	0	0	0	0	4	8	0	2	1	0	0	1074	408	315	1	0	1	80	0	0	19	11	161	19	6	0	0	37	145	549	849	144	18	30	4856	2	2077	0	0	2	7	5	5	86	2	4166	6	12811	21	3	80	1	155	65	2	16	290	0	266	0	1744	6472	27	8	11	498	9	0	586
1	997	57	0	0	0	7	0	4	0	295	1	533	4	1	42	354	298	1099	0	21	15	16	31	869	8069	7589	21	8	29	269	0	4	248	363	880	209	108	3	2	2	6986	9180	7949	2380	91	28	27	885	3062	19736	1	7	145	2200	638	86	50	12668	41	962	3292	7	234	5990	7260	4998	34	1052	472	3842	426	1744	0	26453	479	1120	4112	3731	46	45	6386
9	2789	1636	0	0	3	26	16	6	1	286	1	289	37	0	182	1586	161	1213	0	53	400	1792	41	939	9332	15702	27	7	53	187	0	2	521	977	979	511	203	4	1	3	19337	12277	14829	7358	110	25	67	206	23419	18947	15	11	86	2569	175	507	20	1737	25	9586	756	19	8010	10152	584	2318	26	2669	10889	30016	5241	6472	26453	0	8471	343	720	1769	11	45	9966
62	4	6	361	5	44	850	126	678	671	32	109	2	265	75	686	6	6	4	268	507	146	48	2937	1	9	48	4370	975	1199	0	2	202	542	817	7	403	29	778	90	0	7316	288	3546	776	1262	456	16	412	204	525	17182	23	1463	41913	490	3974	9010	83	607	34	2077	448	9009	91	7	19	4528	8479	1392	3408	39169	27	479	8471	0	3236	18043	8	12	725	3405
13	8	0	13	0	3	200	22	71	39	5	2	7	40	6	136	1	1	1	15	82	44	7	430	1	8	21	412	146	183	0	0	32	86	165	1	64	4	42	15	1	2452	130	2637	104	1432	364	15	12232	31	230	165	10	552	3929	1619	842	903	811	354	40	8135	91	13	1082	196	441	337	286	180	376	1479	8	1120	343	3236	0	10361	15	1983	7836	7067
9	17	10	1	1	3	42	8	223	1	3	0	0	38	5	1112	5	0	4	0	645	404	54	604	0	31	75	721	197	579	0	0	84	109	169	4	64	14	20	4	0	2944	425	1929	343	144	31	1	3653	203	1486	2	4	29	13281	127	3568	3	839	9	3	2169	74	1179	5278	443	1658	0	21603	1730	9864	2161	11	4112	720	18043	10361	0	5	2	1398	7954
